ID	Verbatim
4768	I can only say that for brief moment I was online, it went very well.
4769	i keep getting cut off by someone and then i just give up on it.
4770	the xost of ABCD is to high there are others that are cheaper
4771	Billing rates are extremely high for poor service rendered. Customer service reps are rude. Browser takes too long to load.
4772	"Constantly booted off the system. Error message is always ""Settings changed by remote host."""
4773	I checked my e-mail. didn't get blown out for a change.
4774	There continue to be issues with being booted for no apparent reason, with ABCD freezing up on a fairly regular basis
4775	I got information that I needed pretty quickly.
4776	would not connect with desired site
4777	had no problem connecting. only had to dial once for connection.  was able to find what i was looking for. also didn't have as much unsolicited email as unual.
4778	Service problems
4779	lost connection, had to reboot to get out of ABCD broardband.
4780	I was able to navigate around the web quickly to find what I was looking for.
4781	Connection was ok.  But once on to my banking site wouldn't come up took a few times for it to come up
4782	Pay day and my bank statement reflected that. I like on-line banking.
4783	was able to do what i had wanted to
4784	ABCD gets better and better every day with newe things and I get what i look for faster. I found what I was looking for about a month and I was very happy.
4785	THE LADY THAT HELPED ME HER NAME WAS CHRISTINE AND SHE WALKED ME RIGHT THROUGH MY PROBLEM. AND I AM NEW TO USING THE COMPUTER I AM LEARNING HOW BY A BOOK I HAVE BOUGHT MYSELF.
4786	I am recieving too much unwanted mail, so I would like to change my address.  Other companies have more minutes for less price and tighter controls on unwanted e-mail. I would like a bill to be sent rather than it be on my credit card. I would like to change the plan every two weeks instead of once a month.
4787	I just got my miald and that was all.  I also looked at how many minutes I had left
4788	Lots of conviences   I  Like the reminder service
4789	switch to different internet service  provider.
4790	I was able to accomplish the necessary tasks.
4791	Because I could get into my mail quickly.
4792	I have internet access through my local cable company
4793	It comes up pretty easy.  My computer is older and a bit slow.
4794	ABCD connections in my area never boot me. We have adequate local numbers to access it anytime.
4795	I got all the information I need in a short time
4796	cost
4797	read what i needed
4798	too slow!!!!!!!!!!!!!!!!!
4799	The cost about getting online services
4800	got info i needed
4801	There were no problems except the billing screen poping up in the bigging. I have been told by customer survice that this would be taken careof and it has not been done yet.
4802	I was able to do the things I wanted to do without any problems.
4803	i had no problems
4804	My connection time was fast, I went to the sites I needed with ease, however the pop-ups are extremely annoying!
4805	because everything went well, as usual.
4806	found what i was looking for but the speed to find it was rather slow
4807	"Mostly use ABCD for E-mail and have no problems with that.  But shopping and looking up info. if also not much of a problem.  However, the spam has not gotten any less; actually it has gotten worse lately.  Some days 3/4 of my e-mails are spam. I always report them but it doesn't seem to help at all."
4808	All questions were answered carefully and unhurried By a very courteous agent.
4809	everything went well
4810	rude employes over the phone
4811	I checked my email and spoke to a few friends via IM... Ease of use, common everyday usage...
4812	Easy to find the information I needed and to browse.
4813	Everything ran smoothly.
4814	No problems with freezing, and not too many email messages from strange screen names popping up.
4815	I was able to get where I want on the internet with ease. I was not annoyed with constant pop-ups. I like the favorite places feature, it helps me get to where I want to go faster.
4816	Iwas able to do what I needed to do, very quickly and get off.
4817	I just used my email, and everything was fine.
4818	got what i was looking for
4819	no problems
4820	let me find out what i was looking for
4821	slow connection then got diconnected
4822	I do not think I had any problems of major significance.
4823	There were no problems.
4824	Didn't get booted off...
4825	I was able to locate the info. i needed with no difficulty.
4826	ease of use
4827	had no spam in my mailbox and no pop ups while on line
4828	Able to get in, get what I needed, and get out.  Easy to find news items and the connection was quick and not redial after redial
4829	eASY ON LOTS OF INFO
4830	Every thing went good.
4831	The excellent coverage on the war with Iraq.
4832	cost. i have a friend that tells me he is getting ABCD full time for 9.95 a month and it is as much time as he needs
4833	it didnt have as spam as today
4834	because I had no troubles
4835	easy to read my mail.
4836	everything was as usual.
4837	I WAS SATISFIED BECAUSE I accomplished what I WENT ON LINE TO DO.
4838	Easy to use.
4839	I was able to do what I needed to do on ABCD.
4840	got info i wanted.
4841	My son was showing me different things I could do with my profile to make it more personal, and I was showing him some cool smiley faces and icons I had run across.
4842	I was able to access the sites I wanted.
4843	was running too slow and froze a couple of times
4844	"it's always there; the nuisance is the damned spam and lack of discount available for one-year pricing.  Also, prefer using IE for surfing."
4845	Easy, user friendly, quick - no hassel and no problems
4846	speed
4847	It was easy and I did not have any pop-ups while on line which I hate pop-ups!!!
4848	I am moving home and I won't have a computer.
4849	I just didn't have any problems the last time I was on./
4850	Everything went smoothly
4851	The screens didn't freeze like they usually do these days.
4852	got on did what needed to get done got off
4853	checked my email and looked at some stuff on the web.
4854	Got on quik
4855	very costly, slow speed in downloading, less features
4856	I did what I wanted to do without any problems.
4857	ABCD provided me with the reading of my mail, sports info and what was going on in Iraq.
4858	Downloads were faster than they have been in the past.
4859	found info looking for
4860	Because I got online the first time for a change.
4861	not being able to get online 75% of the time and when we do get on 50% of the time ABCD freezes up. Also the spam.
4862	There really is not a reason thus far.  But if I get more advertisements, which I do not appreciate, I could consider cancelling ABCD.
4863	There was ease getting my email.
4864	na
4865	because I was able to find a recipe that was really good
4866	I found the material that I was looking for but ABCD could be a little cheaper, it is the most expensive.
4867	expense
4868	nothing bad happened
4869	Did not get a safisfactory answer on why the increase was made on my phone bill.
4870	The cost of being on line
4871	I had just reinstalled Java and I could access Pogo again.  I have been having problems with it lately I had a message that I had a corrupted java file and I had to uninstall my Java and reinstall it two times   it was very time consuming however now all is smooth again
4872	I found everything I needed quite easy, also no pop ups
4873	ABCD just keeps getting better and better.
4874	didnt get kicked off.,and found everything i was look for
4875	Because I encountered no problems.
4876	I ALWAYS FIND WHAT I AM LOOKING FOR, WITHOUT A PROBLEM
4877	because ABCD did not cut me off, and the pop ups were less.
4878	war up date and alerts were good
4879	No particular reason
4880	It's very fast access and not many popup windows.
4881	Everything worked like it should
4882	I kept getting knocked off line.
4883	I tryed to watch a video of coverage on the war from the ABCD welcome screen and it locked up my computer, forcing me to restart without being able to properly shut down my computer.
4884	for what I needed to do, was easy, fast, effortless
4885	No problem signing OL only 1 piece a spam
4886	I got on quickly and moved around on the internet smoothly.
4887	"1 - ABCD 8 Plus is a great improvement; 2 - Able to print from online much better; 3 - Didn't freeze or get booted off"
4888	I have no problems when I am online with ABCD!!!
4889	I got all the information that I sought for.
4890	Checked my e-mail & read last minute news.  No complaints.
4891	No po-up windows!
4892	It didn't freeze up on me.
4893	finacially i feel its to expensive
4894	i want to pay on my debit acct instead of credit card
4895	keep me informed on  my choices
4896	not getting answers to technical assistance
4897	had no problems
4898	It was quick and painless
4899	I was able to find the answers that I needed quickly.  Life is on a time constraint.
4900	The pop up ad controller worked and I was able to do my emails without interruption.
4901	It did not freeze up. I was not dropped. The program actually functioned.
4902	Poor customer service. Incredibly awful porgram
4903	iwas some what satisfied but i did find some of the info i was looking for
4904	Kept getting cut off
4905	I was able to get online and get done what I needed to.  Email and such.
4906	Cost of membership.
4907	I have learned when good hours are, so there is not alot of waiting time.
4908	easy to use
4909	find what i need...news...facts..games..enjoy my time.
4910	I didn't have any technical problems and I was able to accomplish what i needed to.
4911	Took too long to get a connection. Once I did connect, the server was extremely slow, and I got timed out while trying to access the internet.
4912	yes i was satified
4913	Got my question answered readily and very politely.
4914	Everything went smoothly, no problems visiting sites, no lockups, I did not get kicked offline.
4915	cost
4916	sites would'ntload
4917	Because I could get and use my email with no problem. I could do the usual things as usual and expect different things to work and there is always something of interest to me.
4918	answer all my questions
4919	I got thrown off....again!  
4920	getting the service promply and effecent
4921	can stop pop up ads
4922	No problems encountered.  Easy to sign on, read mail and find information needed.
4923	I was able to get on line right away.
4924	Because I did not recieve any pop ups or unwanted spam during that visit
4925	I was able to connect immediately and check my e-mail and ready the most current news.
4926	because I was able to do exactly what I logged on to do
4927	had no problem logging on or with connection
4928	Quick connection and no surprises.
4929	I get online a lot faster and I do not get booted.  I get my information a lot faster than before and I spend more time online now.
4930	change of residence and no availability of internet
4931	pleasant and efficient service by canguiano
4932	I received the information sought, as usual
4933	because everything went well and service was excellent
4934	EVERYTHING WENT WELL
4935	no problems
4936	"I am not entirely satisfied with ABCD because of the length of time to access websites; also I am very often lose my connection with ABCD. This is one reason I contacted, by e-mail, ABCD.  Never received an answer."
4937	because i was able to do everything i needed to
4938	got what I wanted , was able to read my E mail with ease got the weather with no hassel
4939	I am constantly getting booted offline and getting into rooms is to slow.
4940	I lost contact while i was in the middle of doing trades on my fanticy baseball team.this happens all the time and i am not happy about this.
4941	Price increase
4942	was not bumped off, and received very little junk mail
4943	Every went smoothly and had no problems with connecting to anything.
4944	"I found out about this ""Opinion Place""  and I checked my mail..."
4945	able to complete the business I went online to complete.
4946	way too many pop-ups.  ongoing difficulty accessing sites.  overall cost as compared to other servers.
4947	"I accomplished all taht I set out o accomplish-i.e. check on my account balances; see what E-mail I had gotten; and  just to see what was up."
4948	I was not kicked off at any time
4949	The monthly cost of limited access
4950	Easily got to where I needed to go and got off again.
4951	quick connection, easily accessed what I needed to,
4952	BECAUSE I GET ON EASY  WITHOUT ANY HASSLE
4953	I got my new mails.
4954	No problems.
4955	Two accounts, only need one.
4956	it was just a very good experience
4957	I WENT TO MY FAVORITE SIGHTS TO GET THE LASTEST NEWS THAT COMES UP TO SEE WHAT HAPPENS ON NASCAR AND COURT TV
4958	I was satisfied because I enjoyed it.
4959	easy to get on line
4960	Convenience and ease of connecting.
4961	Ease of connecting
4962	I didn't get kicked offline, my filing cabinet wasn't wiped out, and 3 Pop-ups were blocked.
4963	I got my E mail easy and the other information I wanted.
4964	I found the information I was searching for
4965	I get constant ABCD errors and get logged off.  I was treated rudely by a customer service rep when I called in about a problem.  XXVD service is less expensive and my friends have been encouraging me to switch.
4966	We could find a cheaper service!
4967	i quickly read my e-mail and was done!
4968	i'm always satisfied.
4969	no problems with connection etc. so i was satisfied
4970	I didn't get dropped as much as usual
4971	speedy and efficient
4972	cause you can't get into nothing, or downloading is too slow for music.
4973	i found some music lists, but i can't download anything.
4974	to check the stock market and read the latest news
4975	Did not have trouble getting on line wasnt too slow
4976	pop ups, difficulty getting online, problems with getting website
4977	found the info i was looking for easily and quickly
4978	because it was easy
4979	Ease of use, I like the email better than any other I have ever used or seen, and ABCD has a lot of interesting and helpful extras.
4980	Ease oif operation in reaching my desired web sites
4981	the cost...can get some else for less
4982	is easy to use
4983	I was on line to check my e-mail,and the news. sometimes it is slow today it was not so slow.
4984	good news and travel information
4985	poor phone service - high price
4986	I was able to access the offered articles with no problems and little interruption.
4987	i got on pretty fast.
4988	I LIKE THE LAYOUT OF ABCD AND IT IS SO EASY TO MOVE AROUND WITH IT OFFERS SO MUCH MORE THAN COMPETITORS
4989	the connection
4990	Cheaper options for the kind of net access i need
4991	"i got connected to ABCD easily. but for all its ""bells and whistles"" a internet connection is an internet connection no mater who makes the connection."
4992	it was ok
4993	I didn't have any problems logging on and I was able to navigate quickly through the menus.
4994	I DON KNOW
4995	I have been with ABCD for 8 years.  ABCD has many features built in that I like.
4996	i just like it, no particular reason
4997	I went in and did what I had to do.. Problems with my computer have nothing to do with ABCD
4998	It's easy to navigate around the sites and easy to get online and stay online.
4999	Looked up Windows xp tips and other helpful hints. I like to get new computer info and have a lot of choices in web sites.
5000	I was able to do all my updates/email.
5001	Person was very helpful and patient that I talked with
5002	I was able to get on without trouble.
5003	It is more expensive than other servers. I still get those pop ups that are inappropriate. Sometimes I have difficulty getting on.
5004	Didnt get knocked off like I usually do
5005	because i can go to the websites i want quickly. i am of the older generation and dont know a lot of computer stuff and ABCD makes it rather simple to use even for me
5006	I was able to utalize my whole on-line expericance with ease.
5007	Got online on first try.  Reported Spam and blocked.
5008	accomplished what I set out to do.
5009	recirved info i needed
5010	I am frequently disconnected while in the middle of something.
5011	I was told that it would be 1 price, but then I check my creditcard statement to find out they are still billing at the old price.  I called in my complaint, I was told, well you didn't get the persons name, we don't have that billing plan!  Final answer, I am paying more than I need too.
5012	good service
5013	don't know
5014	was easy
5015	Couldnot get into the games that I like to play
5016	Because the sevice is very slow
5017	got the information quickly
5018	ABCD came on right away.   had a lot news
5019	it was just to check mailto pricey i changed subscription to 3 hrs a mo for 4.95 but want to cancel because of price too expensive and i want unlimited access
5020	I was able to get on the sites I wanted easily.
5021	cost speed
5022	i got on line easily.
5023	I had no problem getting connected, sometimes slow.
5024	Because the rep I talked to told me some things that would be on the net when I went there and he was correctl.
5025	The cost
5026	i get on and go where  i want with little or no trouble
5027	Spam blocking on email.  No ads.  Easy access.
5028	Because I read the news on-line and ABCD stays up-to-date with current events. It is a fast, easy, and efficient format for reading the news.
5029	I can always find what I want with ease
5030	Right now I am paying for two accounts, my main account is my business address and I can't delete it.  Therefore I still have to pay for the two accounts.
5031	"Everything I want is accessible - the weather report locally and where I'm going to travel; and my favorites are within reach as is the icons I use a lot are on my tool bar."
5032	I may change to something more economical.
5033	ease of use
5034	I have wide open west but I kept ABCD because i like to use it better than any other I have tried.
5035	the ease of browsing ...ABCD live help
5036	Got on line easily.  No interruptions.  An email from my new girlfriend!!!!!
5037	As a long time customer I would lov to se a reduction for us longtme/loyal customers!
5038	I checked my mail, which was not too loaded with Spam and surfed for a while, which was easy, had a conversation with my sister who doesn't live close, read the headlines in the news and checked the weather. All done with the ease of a click.
5039	I wasn't kicked off line
5040	every one tries to help at the best of their ability
5041	price too high and horrible support.. too many pop ups.
5042	too many pop ups
5043	ABCD Locked up and I had to Close it.
5044	I keep getting error messages and getting knocked off of ABCD. ABCD causes my Computer to Lock up.
5045	ease of information
5046	I just cheecked my mail.
5047	I was able to log on without too much time expiring.
5048	Every thing is easy to locate and use.
5049	I can always get on line when I want to and it's always very easy to use.
5050	My mail problem appeared to be fixed......
5051	Everything went smoothly.
5052	Because I came online to play in worldplay and was continually booted out of the site
5053	Because they refuse to support worldplay games .. which is the primary reason i have ABCD instead of a free internet access
5054	I just went onlin and read my e-mail and went in to favorite places. I didn't have any problem
5055	I was satisfied with my last visit, because I can do what I want to do online.  I know how to do what I want to do and it is easier that way.
5056	everything is so easy
5057	information
5058	EASE OF USE
5059	becaus,we get kicked off line all the time.
5060	Cost
5061	Everything worked as it should
5062	POOR QUALITY SERVICE.  SLOW SERVICE. COST OF SERVICE WHILE OTHER NEW/RELATIVELY NEW PROVIDER OFFER BETTER RATES.
5063	I wasn't expecting much.
5064	I didn't have any problems.
5065	I did not have the reconnect feature interrupt my activities
5066	It takes tooooo long to get from one screen to another.  The waiting is very frustrating.
5067	easy running
5068	I thought I was signed out of the service when I really wasn't.  My e-mail from one account ended up in another.  And too many pop ups
5069	Too many junk e-mails.  Out of 46 e-mails, 45 are junk.  I'm tired of deleating them.  And the service is slow.  It is also difficult to ask a simple technical question.  I did not know who to e-mail it to.
5070	cost/value
5071	dont know
5072	Didn't have any problems with service this time.
5073	Takes to long to get conected, and I usually get kicked off or my computer shuts down. Have problems getting information I'm looking for.
5074	I am a college student and ABCD is too expensive. I do need internet for research so i do need quite a few time five hours aren't likely to last me a month.
5075	It's really easy to find what ever you are looking for unlike other internet providers.
5076	It takes too long to get on line
5077	I got the info I needed
5078	B/c I was on as a guest @ someone's house and I didn't have any trouble getting online.
5079	I am usually always satisfied
5080	I DIDN'T GET DISCONNECTED.
5081	NOT SO MANY DISCONNECTIONS
5082	I did what I needed to get done online.
5083	It was fast and easy.
5084	could not send emails keeped being disconected and computer freeze up
5085	Easy access, controlled pop ups, got the information that I was looking for.
5086	I was getting updates on news, the war, the weather, etc.
5087	I can't easily access WorldPlay Poker, which I frequented.  Others must be having the same problems as there are just a few players now as there were many.
5088	Im'd my cousin.  Took care of some business.  E-Mailed a family member
5089	the price and ABCD is getting slower and I get kicked off a lot
5090	ABCD disabled access to system (apparently due to a hacker using screename to send unauthorized spam) without giving us notice (by mail, call, etc.) of the problem.
5091	no problems experienced
5092	there was no pop ups asking me to up grade my account
5093	when i send my money order in it takes to long to for you to cash it or you say you have not recived it yet...and then i have to wait a few days to get back on line ...thank you
5094	cause i have been able to finish without technical interruption.
5095	"i need a bill every month than obliging me to give access to my account, and the service is very expesive; moreover, it always intrupt me for some connection problem."
5096	I went into everything I needed to get to without any waiting time or problems.
5097	every thing worked fine
5098	unlimited usage monthly charge ($23.90) is too high for amount of my usage and 180 minutes for $4.95/month does not give me enough minutes---I could be happy with 20 hours/month for $9.95/month such as XXVD offers in their usage plans of which I presently subscribe to--
5099	I wasn't. I must have hit the wrong response key!
5100	It's familiar and easy to use.
5101	The cost..  I only use it for playing and it's more than I want to pay.
5102	ABCD WANT TO SHUT YOU DOWN TOO QUICK
5103	TOO MANY CRASHES,AND TOO HARD TO GET ON LINE
5104	I was satisfied because it is easy and convenient to check mail and to note the top headlines without spending too much time.
5105	famililarity of the system
5106	Becuz I was able to chat with my friends. ABCD is my browser and it does make it easy.. too bad ABCD can't make a newer version for MACINTOSH that is NOT for MAC X for some of us that have slower processors and cant afford fancy or newer systems!!!!
5107	I love ABCD
5108	Price
5109	Quickness
5110	"It was a short visit and very few ""pop ups"" appeared disturbing my experience."
5111	Slow, never ending software glitches.
5112	Technical glitches.
5113	It was up to date and there were no pop ups.  I found everything very easily.
5114	Din not have any problems that occurred
5115	have RR
5116	talking using AIM
5117	ABCD is more expensive than all other carriers. I am contantly getting knocked off line and 2.3 seemms to be slower than the previous versions.
5118	It was a quick visit to read my e-mail and read up on the news with the war in Iraq
5119	Dial-up is too slow.
5120	"I was able to connect on the ""FIRST ATTEMPT"" and I was not ""BOOTED"" at all!"
5121	I WAS ABLE TO CONNECT TO ABCD IN A TIMELY MATTER, AND COMPLETED A SEARCH I WAS LOOKING FOR.
5122	Just had time to check emails and play a little pogo games.
5123	I was able totalkwithfriends and family and geet email from son in the war
5124	Everything went smoothly.
5125	I was able to do what I needed to do without any hold ups or problems, such as logging on and being knocked off.
5126	I accomplished what I set out to do.
5127	Easy to find things that I needed.
5128	because i was able to do what i needed with no problems
5129	I was able to get connected with no problems.
5130	bills too high
5131	I was billed for 2 accounts
5132	Now that I fixed my computer, things run well.
5133	did not experience any problems or delays
5134	installation was awful
5135	Expense.  Now that I have A cable modem, don't see the benefit of paying for ABCD
5136	because  it  was  easy  to  sign  on   and   very  fast   to go  and  come   off   sites   and  no  pop  up   and   scams
5137	it was just a quick visit to check email. it didn't crash.
5138	Retrieved info promptly
5139	It didn't boot me offline and the internet was actually working for a change.
5140	The internet never works, they update what seems to be every other month, its very slow, and it boots you offline at any random time.
5141	There were no problems.
5142	able to obtain the information wanted
5143	easy access and found info desired easily
5144	I am dissatisifed with ABCD's attempts at controlling spam, I get way too much
5145	I was able to do what I needed to do
5146	was able to retreive the info I needed.  Easy to find
5147	Had a technical problewm which was quickly solved
5148	I Got what I was looking for.
5149	Money, Poss. lose of job
5150	able to search local stores to find item i wish to purchase
5151	No problems,disconnects, lock ups, etc.
5152	Easy to find what I want
5153	Got on quikly, did what I wanted to do and was finished in normal amount of time
5154	Didn't get booted
5155	I didn't have trouble connecting to the internet.  ABCD is very easy to use and I enjoy the service that they provide.
5156	IT IS VERY EASY TO USE
5157	Easy to get on.
5158	i got information i needed and used my immediate messaging and got my emails so it waas good
5159	"Too much SPAM in my mailbox!!!  I have used the ""Report Spam"" option, but that does not seem to reduce the amount of SPAM, in fact I feel like I get even more SPAM."
5160	didn't get kicked off  the reason i keep ABCD at all is the greyhound message board
5161	we are EFGH and $9.95 is too high a price and we still get kicked off when we sign on thru ABCD but not optimonlone
5162	I was able to find what I was looking for rather quickly
5163	expense
5164	no problems
5165	I was able to send many e-mail messages.
5166	I had no problems to speak of I just used it like I normally do to read e-mail look at the latest news or play games or do research
5167	no technical problems...ease of navigation
5168	The cost is high and I don't use too many ABCD specific features to justify staying with ABCD.
5169	provided a fair service
5170	did not get locked up
5171	had no problems
5172	Well, several reasons:  1. ABCD charges too much!!! 2. I get too muh junk mail (for someone who hardly ever gies out her email address this is absurd) 3. ABCD pop-ups are annoying
5173	I got on. Got the information I was looking for and did not have wasted time.
5174	Possible link up with telephone carrier
5175	I think ABCD should do special promotion with the customer that's been with them for along time notjust the new customer.
5176	getting booted
5177	Cheaper service.
5178	there were no gliches , iwas not knocked off, i did what i had to
5179	ABCD stopped responding,like it often does. I have version 2.3 and have been disapointed in it's performance compared to earlier versions.
5180	found everthing i needed
5181	had no problems got what i needed
5182	system stops responding
5183	too many to list
5184	I RECEIVED THE INFORMATION I WAS LOOKING FOR IN A TIMELY MANNER
5185	because diddent have any problems
5186	The ease of use.
5187	because i got all that i needed. I got to check my email play some games online and it was all easy.
5188	I am allways satisfied when I log into the Internet
5189	Price compared with other providers
5190	I was satisfied until cursor froze on website
5191	I plan to try XXVD and DFTY
5192	my question was answered
5193	I didn't have any problem with it.
5194	I recieved my messages and sent out email in atimely fashion
5195	easy and familar to use
5196	I didn't have any file downloads at the end of my session
5197	i didn't encounter any problems signing on or have trouble looking up the topics i wanted to
5198	I was looking for information on a research paper, and the Research & Learn page helped me out a lot.
5199	The people I talked to were very friendly and helpful.  Over all, I had a good experience when I called them.
5200	Fast going Has lots of websites
5201	EASY TO CONNECT
5202	it opened right up and was user friendly
5203	AS long as ABCD does what it's supposed to do, I'm relatively satisfied, but it does cost too much.
5204	I didn't have any problems to complain about
5205	I seem to get disconnected very often.  
5206	it is extremely easy to use.
5207	ABCD is easy to move around in.  I have had it for a long time and am very comfortable using the service.
5208	mixup in their billing department and the speed of thier service.
5209	my billing problem was not corrected
5210	the connection was maintained.
5211	The traffic was not slow and ABCD's new popup program killed many popups.
5212	I found the information that I was looking for & didn't get any pop up's
5213	Was able to do everything I wanted to do with little to no difficulty.
5214	I love the new 2.3. I can move around faster and everything seems much easier to find.
5215	i got through to someone i had been looking for for two weeks
5216	Because everything went well, the way it is suppose to. I didn't have any problems.
5217	had no problems
5218	i found everthing needed and war coverage is very good
5219	I do two things on line check my mail and shop, I generally dont have problems/ KEEP UP THE GOOD WORK but lower your cost   Thank YOU
5220	Fast , quick response..good format
5221	Was able to connect without any problems, researched what I was looking for easily
5222	I was able to log on without too much time elapsed...
5223	because it was knocking me offline at least 3 times in 10 minutes.
5224	Very fast and informative.
5225	I was able to send email right away and not have to wait
5226	got what i needed to do done for the day
5227	no problems encountered
5228	I BASICALLY JUST CHECKED MY E-MAIL
5229	my free trial will expire
5230	nothing froze up
5231	IT GETS ME ON LINE TO CHECK MY ACCOUNT WITH MY BANK AND TALK TO MY FRIENDS ALL I NEED IS ABCD REGULAR 2.3 GOOD ENOUGH FOR ME
5232	froze up
5233	Because it is simple and enjoyable and I can find what I am looking for with ease.
5234	I TOLD HIM ABOUT MY MONEY PROBLEM . HE GAVE ME A FREE MONTH
5235	not enough money
5236	i WAS'NT
5237	cost to much,slow loading web pages,get kicked off a lot
5238	it performed ok
5239	cost
5240	was able to get the information I needed
5241	NEVER HAVE ANYPROBLEMS LOGGING ON
5242	I was able to connect...go online....check my mail ...and do my research...and talk to old friends...all in one visit online.
5243	everythig I searched for I found.
5244	online usage is very limited.
5245	ABCD didn't shut down on me like it sometimes does
5246	It came up quickly, I read my emails and I got off quickly.
5247	easy to use, provides up to date news and weather
5248	No trouble accessing information.
5249	We are on cable..and do not need ABCD much.
5250	the peron answered question well and she was polite
5251	to much getting booted bein billed wronly having to contact ABCD atleast twice mothly for onereason or another  too much porn mail
5252	I found out the information I needed>
5253	no problems
5254	never really had problems with ABCD got on quick able to go where i want to without long waits
5255	no comment
5256	"I was able to get on line with the first try as usuall and get to the site I needed to quickly.......sent out e-mails with photos and like that I could resize to fit in email to assure that the client did not get a ""blown up picture""I like the confirmations, it is reassuring"
5257	Cuts me off 6 times
5258	The cost is very expensive compared to otehr providers
5259	got on quickly
5260	had no problems to speak of
5261	Economy, and cost factors
5262	typical online experience with no difficulty
5263	it takes forever to get from one web site to another i never get thru when trying to reach cust service
5264	really bad cust service and very high service bill
5265	good experience
5266	fast service
5267	don't know
5268	my job
5269	ease to read my email messages
5270	everything worked
5271	pricing
5272	The monthly fee, there are other ISP's that offer unlimited service for $9.95
5273	was able to sign on quickly
5274	Easy access to my email
5275	it seems the time to connnect is alot quicker
5276	easy access, able to conect, not as much ads
5277	I don't understand the question.
5278	games shut down
5279	system gos off and on
5280	checked email
5281	Because it is so easy to go to the places with keyword
5282	fast easy service
5283	I can get the service for less money with another provider.
5284	It allowed me to accomplish my goal.
5285	Found everything easily......NO pop-ups to bug me while searching!!!!!
5286	Email easy to access, in good order, could send SPAM to ABCD with one click of a button
5287	I had no problems loging on
5288	I did what I needed to do with no problems
5289	The use of the phone line and not being able to get call while on-line, and the monthly fee is too much.
5290	Cost
5291	Everything on ABCD was moving slow and it took me a while to get where I needed to go.
5292	B/C I HAD ABOUT 10 MINUTES TO DO SOMETHING AND I DID IT IN LESS/
5293	I was able to accomplish what I set out to do and I don't believe I was kicked off.
5294	I use mapquest daily and never have a problem. I am on the road alot for my job and rely on it.
5295	everything was normal
5296	no comment
5297	there are cheaper internet services than ABCD. the only reason i haven't changed it yet is because i hate to loss my e-mail address.
5298	I received excellent customer service.
5299	because I am getting so much spam emails
5300	all connections went thru with minimal delay
5301	i did not encounter any problems and it was easy to navigate and check everything i wanted.
5302	Because it took so long to get the issue resolved.
5303	We can't ever get through to the correct people to take care of any problems. Today alone, I had to speak with 3 people and spend 45 minutes on the phone to get a problem taken care of.
5304	getting disconnected often
5305	news and online content
5306	I received what I believe to be current Information on the Iraq war and my e-Mail
5307	price!!!!
5308	I didn't have any problems this morning
5309	the price is too high and frequent problems service
5310	We are having problems with lots of popups and we get booted off alot.Most popups are naked people and they have even popped up when our children are on line.
5311	We kept having problems staying online and had many popups coming up.
5312	i was able to get online without any difficulty
5313	BECAUSE I USED ABCD 2.3 INSTEAD OF 2.0, 2.0 IS TERRIBLE! LOTS OF DISCONNECTIONS AND CONFUSION.
5314	UNEMPLOYED
5315	Could not get the games to load. Every move was very slow.
5316	I enjuy the games,I also enjoy meeting new people,and if there is a problem I love going to the instant Mr.Fixer-I love it,saves me time and less stress from trying to figure out what's wrong.
5317	quick and found what i was looking for
5318	I did all the things I wanted to do
5319	Its very expensive
5320	I did't have any problems conecting and I was able to navigate with ease.
5321	I feel ABCD is too expensive for us as this time.
5322	able to get the information i needed quickly
5323	Everything ran smoothly...no problems at all.
5324	only had 1 problem when trying to get in a room so cleared cache and no problems thats why I was satisfied
5325	summer months will be here soon and may not be able to afford it then till after summer is over. Light company will be getting the money have to have ac on all the time then cause have asthma and have a disabled nephew who cannot handle the heat at all.
5326	I hate the spam I get with my email
5327	email spam
5328	tech service unable to confirm question about buddy list (why when I created a new screen name did I get a buddy list group of buddies from an old user of that screen name.
5329	Troulbe exiting Pop up says new files are being loaded and they are not, Can not fix, tried 3-4 calls
5330	i got to see a update on the war in iraq
5331	JUST GENERAL USAGE
5332	Everything was working ok
5333	found sites easily
5334	because i got on and checked my email and then got off
5335	fast information.
5336	i enjoy using ABCD
5337	can't get online or droped off line
5338	keep getting dumped off line & hard to get on line & runs   to much per month
5339	Ease in use
5340	At least I didn't have to wait too long a time for my mail to be sent.
5341	i enjoy checking my email and keeping up with the news
5342	in the military  and getting read for depoment over seas
5343	I had no interuptions, and I was able to get on and do what I needed to do and get off.
5344	easy to get in
5345	no prob's., found what i set out to find.
5346	retrieved my email
5347	to expensive for EFGH
5348	I just like ABCD, it is very user friendly
5349	had no problems connecting or staying on line
5350	Sorry, I did not me to click very likely.  I meant very unlikely
5351	its easy.
5352	GOT QUICK AND EASY ACCESS
5353	i was very happy with the service and all my ? s were answered.
5354	cost, constant disconnections
5355	no web access
5356	don't know!
5357	my bank account was debited over $130 WITHOUT MY CONSENT for an ABCD item Privacy Plus...(?) i am APPALLED at this.
5358	I was able to do what I had to do
5359	Keep getting bounced off and very slow
5360	I was more than satisfied.  Erroneously used secondary screen name to apply for AARP 10% discount.  A gentleman named Suniz corrected my error, and was very helpful and courteous.
5361	I could get on line, and I like to check the news
5362	Because there were no problems!
5363	I was able to check my email with ease, and also read about the latest news headlines on the war in Iraq.
5364	I didn't have any unwanted email
